Plot-Time     ,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,A20,A21,A22,A23,A24
2.87854,15.82,16.295,15.3475,15.0296,16.6146,17.0827,14.5572,15.1852,16.4548,16.263,16.5824,16.261,14.9749,15.5704,14.3793,13.7766,16.1719,15.7256,14.2257,15.4256,14.5241,15.5421,16.1434,14.3514
2.89069,15.7822,16.2561,15.3109,14.9938,16.5749,17.0419,14.5225,15.149,16.4156,16.2241,16.5428,16.2222,14.9334,15.5273,14.3394,13.7384,16.1271,15.6821,14.1863,15.3829,14.4839,15.4991,16.0987,14.3117
2.90283,15.7445,16.2173,15.2743,14.9579,16.5353,17.0011,14.4878,15.1127,16.3763,16.1853,16.5032,16.1833,14.892,15.4843,14.2997,13.7004,16.0824,15.6386,14.147,15.3402,14.4438,15.4561,16.0541,14.272
2.91498,15.7067,16.1784,15.2376,14.922,16.4956,16.9603,14.453,15.0765,16.337,16.1464,16.4636,16.1444,14.8507,15.4414,14.2601,13.6624,16.0378,15.5953,14.1077,15.2977,14.4037,15.4133,16.0096,14.2325
2.92713,15.6689,16.1395,15.201,14.8862,16.456,16.9195,14.4183,15.0402,16.2978,16.1076,16.424,16.1056,14.8096,15.3986,14.2205,13.6245,15.9934,15.552,14.0686,15.2553,14.3638,15.3706,15.9652,14.193
2.93927,15.6312,16.1005,15.1644,14.8503,16.4163,16.8787,14.3835,15.004,16.2585,16.0687,16.3844,16.0667,14.7685,15.3559,14.1811,13.5868,15.949,15.5089,14.0296,15.213,14.324,15.3279,15.9209,14.1537
2.95142,15.5934,16.0616,15.1277,14.8144,16.3766,16.8379,14.3488,14.9677,16.2192,16.0298,16.3447,16.0278,14.7275,15.3133,14.1418,13.5491,15.9048,15.4659,13.9907,15.1708,14.2843,15.2854,15.8768,14.1144
2.96356,15.5556,16.0227,15.0911,14.7785,16.337,16.7971,14.314,14.9314,16.1799,15.991,16.3051,15.989,14.6867,15.2708,14.1026,13.5115,15.8607,15.423,13.9519,15.1288,14.2446,15.243,15.8327,14.0753
2.97571,15.5179,15.9838,15.0545,14.7426,16.2973,16.7563,14.2793,14.8952,16.1406,15.9521,16.2655,15.9501,14.6459,15.2284,14.0635,13.474,15.8167,15.3802,13.9132,15.0868,14.2051,15.2007,15.7888,14.0362
2.98785,15.4801,15.9449,15.0178,14.7067,16.2577,16.7155,14.2446,14.8589,16.1013,15.9132,16.2259,15.9112,14.6053,15.1862,14.0244,13.4366,15.7728,15.3376,13.8746,15.0449,14.1657,15.1585,15.745,13.9973
3,15.4423,15.906,14.9812,14.6708,16.218,16.6748,14.2098,14.8227,16.0621,15.8744,16.1863,15.8724,14.5648,15.144,13.9855,13.3993,15.729,15.295,13.8361,15.0032,14.1264,15.1165,15.7013,13.9584
3.01215,15.4046,15.8671,14.9446,14.635,16.1784,16.634,14.1751,14.7864,16.0228,15.8355,16.1467,15.8335,14.5244,15.102,13.9467,13.3622,15.6854,15.2525,13.7977,14.9615,14.0872,15.0745,15.6577,13.9197
3.02429,15.3668,15.8282,14.908,14.5991,16.1387,16.5932,14.1404,14.7502,15.9835,15.7967,16.1071,15.7947,14.484,15.0601,13.908,13.3251,15.6418,15.2102,13.7594,14.92,14.0481,15.0327,15.6142,13.881
3.03644,15.3291,15.7894,14.8714,14.5633,16.0991,16.5524,14.1056,14.714,15.9443,15.7579,16.0675,15.7559,14.4438,15.0183,13.8694,13.2881,15.5984,15.168,13.7212,14.8786,14.0091,14.9909,15.5709,13.8425
3.04858,15.2914,15.7505,14.8348,14.5274,16.0595,16.5117,14.0709,14.6778,15.905,15.7191,16.028,15.7171,14.4037,14.9766,13.8309,13.2512,15.5551,15.1259,13.6831,14.8373,13.9702,14.9493,15.5276,13.804
3.06073,15.2536,15.7116,14.7982,14.4916,16.0199,16.471,14.0362,14.6416,15.8658,15.6803,15.9884,15.6783,14.3637,14.935,13.7925,13.2144,15.5119,15.0838,13.6451,14.7961,13.9314,14.9078,15.4845,13.7657
3.07287,15.216,15.6728,14.7617,14.4558,15.9803,16.4303,14.0016,14.6054,15.8266,15.6415,15.9489,15.6395,14.3238,14.8935,13.7541,13.1777,15.4688,15.0419,13.6072,14.755,13.8927,14.8664,15.4415,13.7275
3.08502,15.1783,15.634,14.7251,14.42,15.9408,16.3896,13.9669,14.5692,15.7874,15.6027,15.9094,15.6007,14.284,14.8521,13.7159,13.1411,15.4258,15.0002,13.5694,14.714,13.8541,14.8251,15.3986,13.6893
3.09717,15.1406,15.5952,14.6886,14.3842,15.9012,16.3489,13.9323,14.5331,15.7483,15.564,15.8699,15.562,14.2443,14.8109,13.6778,13.1046,15.383,14.9585,13.5317,14.6731,13.8156,14.7839,15.3558,13.6513
3.10931,15.103,15.5564,14.6521,14.3485,15.8617,16.3083,13.8976,14.4969,15.7091,15.5253,15.8304,15.5233,14.2048,14.7697,13.6398,13.0681,15.3402,14.9169,13.4941,14.6323,13.7772,14.7428,15.3131,13.6134
3.12146,15.0654,15.5177,14.6156,14.3127,15.8222,16.2676,13.863,14.4608,15.67,15.4866,15.7909,15.4846,14.1653,14.7287,13.6019,13.0318,15.2976,14.8755,13.4566,14.5917,13.7389,14.7018,15.2706,13.5755
3.1336,15.0278,15.479,14.5791,14.277,15.7827,16.227,13.8285,14.4247,15.6309,15.4479,15.7515,15.4459,14.1259,14.6877,13.5641,12.9956,15.2551,14.8341,13.4192,14.5511,13.7007,14.661,15.2281,13.5378
3.14575,14.9902,15.4403,14.5427,14.2413,15.7433,16.1865,13.7939,14.3887,15.5918,15.4092,15.7121,15.4072,14.0867,14.6469,13.5264,12.9595,15.2127,14.7929,13.3819,14.5107,13.6627,14.6202,15.1858,13.5002
3.15789,14.9527,15.4016,14.5063,14.2057,15.7039,16.1459,13.7594,14.3526,15.5528,15.3706,15.6728,15.3686,14.0475,14.6062,13.4888,12.9235,15.1704,14.7518,13.3447,14.4703,13.6247,14.5796,15.1436,13.4626
3.17004,14.9152,15.363,14.4699,14.17,15.6645,16.1054,13.7248,14.3166,15.5138,15.332,15.6334,15.33,14.0084,14.5656,13.4513,12.8875,15.1282,14.7108,13.3076,14.4301,13.5868,14.539,15.1015,13.4252
3.18219,14.8777,15.3244,14.4335,14.1344,15.6251,16.0649,13.6904,14.2806,15.4748,15.2935,15.5941,15.2915,13.9695,14.5251,13.4139,12.8517,15.0862,14.6699,13.2706,14.39,13.549,14.4986,15.0595,13.3879
3.19433,14.8402,15.2858,14.3972,14.0988,15.5858,16.0245,13.6559,14.2447,15.4358,15.2549,15.5548,15.2529,13.9306,14.4847,13.3766,12.816,15.0442,14.6291,13.2337,14.35,13.5113,14.4583,15.0176,13.3506
3.20648,14.8028,15.2472,14.3609,14.0633,15.5465,15.984,13.6215,14.2088,15.3969,15.2164,15.5156,15.2144,13.8919,14.4444,13.3394,12.7803,15.0024,14.5884,13.1969,14.3101,13.4738,14.4181,14.9758,13.3135
3.21862,14.7654,15.2087,14.3247,14.0277,15.5072,15.9437,13.5871,14.1729,15.358,15.178,15.4764,15.176,13.8533,14.4042,13.3023,12.7448,14.9606,14.5478,13.1602,14.2703,13.4363,14.378,14.9342,13.2765
3.23077,14.728,15.1702,14.2884,13.9923,15.468,15.9033,13.5527,14.137,15.3192,15.1395,15.4372,15.1376,13.8147,14.3642,13.2653,12.7093,14.919,14.5073,13.1236,14.2306,13.3989,14.338,14.8926,13.2396
3.24291,14.6907,15.1318,14.2522,13.9568,15.4288,15.863,13.5184,14.1012,15.2804,15.1012,15.3981,15.0992,13.7763,14.3242,13.2284,12.674,14.8775,14.467,13.0871,14.191,13.3616,14.2981,14.8512,13.2027
3.25506,14.6534,15.0934,14.2161,13.9214,15.3896,15.8227,13.4841,14.0654,15.2416,15.0628,15.359,15.0608,13.738,14.2843,13.1916,12.6387,14.8361,14.4267,13.0507,14.1515,13.3245,14.2583,14.8099,13.166
3.26721,14.6162,15.055,14.1799,13.886,15.3505,15.7825,13.4498,14.0296,15.2028,15.0245,15.3199,15.0225,13.6998,14.2446,13.1549,12.6035,14.7949,14.3866,13.0143,14.1121,13.2874,14.2186,14.7687,13.1294
3.27935,14.579,15.0167,14.1438,13.8506,15.3114,15.7423,13.4156,13.9939,15.1641,14.9862,15.2809,14.9842,13.6616,14.205,13.1183,12.5685,14.7537,14.3466,12.9781,14.0729,13.2504,14.1791,14.7276,13.0928
3.2915,14.5418,14.9784,14.1078,13.8153,15.2724,15.7022,13.3814,13.9582,15.1255,14.948,15.2419,14.946,13.6236,14.1654,13.0818,12.5335,14.7126,14.3066,12.942,14.0337,13.2135,14.1396,14.6866,13.0564
3.30364,14.5047,14.9401,14.0718,13.78,15.2334,15.6621,13.3472,13.9226,15.0869,14.9098,15.203,14.9078,13.5857,14.126,13.0454,12.4986,14.6717,14.2668,12.906,13.9947,13.1768,14.1002,14.6457,13.0201
3.31579,14.4676,14.9019,14.0358,13.7448,15.1945,15.622,13.3131,13.887,15.0483,14.8716,15.1641,14.8697,13.5479,14.0867,13.0091,12.4638,14.6309,14.2271,12.8701,13.9557,13.1401,14.061,14.605,12.9838
3.32794,14.4305,14.8638,13.9999,13.7096,15.1556,15.582,13.279,13.8514,15.0098,14.8335,15.1252,14.8315,13.5102,14.0475,12.9729,12.4291,14.5901,14.1875,12.8343,13.9169,13.1035,14.0219,14.5643,12.9477
3.34008,14.3935,14.8257,13.964,13.6745,15.1167,15.542,13.245,13.8159,14.9713,14.7955,15.0864,14.7935,13.4726,14.0084,12.9368,12.3945,14.5495,14.148,12.7985,13.8781,13.0671,13.9828,14.5238,12.9116
3.35223,14.3566,14.7876,13.9281,13.6394,15.0779,15.5021,13.211,13.7804,14.9328,14.7575,15.0477,14.7555,13.4351,13.9694,12.9008,12.36,14.509,14.1086,12.7629,13.8395,13.0307,13.9439,14.4833,12.8757
3.36437,14.3197,14.7496,13.8923,13.6043,15.0391,15.4623,13.177,13.745,14.8944,14.7195,15.009,14.7175,13.3977,13.9305,12.8648,12.3256,14.4686,14.0694,12.7274,13.801,12.9944,13.9051,14.443,12.8399
3.37652,14.2828,14.7116,13.8565,13.5693,15.0004,15.4225,13.1431,13.7096,14.8561,14.6816,14.9703,14.6796,13.3604,13.8917,12.829,12.2913,14.4283,14.0302,12.6919,13.7625,12.9582,13.8664,14.4028,12.8041
3.38866,14.246,14.6737,13.8208,13.5343,14.9618,15.3827,13.1092,13.6743,14.8178,14.6437,14.9317,14.6417,13.3232,13.853,12.7933,12.2571,14.3882,13.9911,12.6566,13.7242,12.9221,13.8278,14.3627,12.7685
3.40081,14.2092,14.6358,13.7852,13.4993,14.9232,15.343,13.0754,13.639,14.7796,14.6059,14.8931,14.6039,13.2861,13.8145,12.7577,12.223,14.3481,13.9522,12.6214,13.686,12.8862,13.7893,14.3227,12.7329
3.41296,14.1725,14.598,13.7495,13.4645,14.8846,15.3033,13.0416,13.6037,14.7414,14.5681,14.8546,14.5661,13.2491,13.776,12.7222,12.1889,14.3082,13.9133,12.5862,13.6479,12.8503,13.7509,14.2828,12.6974
3.4251,14.1358,14.5602,13.714,13.4296,14.8461,15.2637,13.0078,13.5685,14.7032,14.5304,14.8162,14.5284,13.2122,13.7376,12.6867,12.155,14.2683,13.8746,12.5512,13.6099,12.8145,13.7126,14.2431,12.6621
3.43725,14.0992,14.5225,13.6784,13.3948,14.8076,15.2242,12.9741,13.5334,14.6651,14.4927,14.7778,14.4908,13.1754,13.6994,12.6514,12.1211,14.2286,13.8359,12.5162,13.572,12.7788,13.6744,14.2034,12.6268
3.44939,14.0626,14.4848,13.643,13.3601,14.7692,15.1847,12.9405,13.4983,14.6271,14.4551,14.7394,14.4531,13.1387,13.6612,12.6162,12.0874,14.189,13.7974,12.4813,13.5342,12.7432,13.6363,14.1638,12.5917
3.46154,14.0261,14.4472,13.6075,13.3254,14.7309,15.1452,12.9069,13.4632,14.5891,14.4175,14.7011,14.4156,13.1021,13.6232,12.581,12.0537,14.1494,13.759,12.4466,13.4965,12.7077,13.5983,14.1244,12.5566
3.47368,13.9896,14.4096,13.5722,13.2907,14.6926,15.1058,12.8734,13.4282,14.5512,14.38,14.6629,14.3781,13.0656,13.5852,12.546,12.0201,14.11,13.7207,12.4119,13.4589,12.6723,13.5604,14.085,12.5216
3.48583,13.9532,14.3721,13.5369,13.2561,14.6543,15.0665,12.8399,13.3932,14.5133,14.3426,14.6247,14.3406,13.0292,13.5474,12.511,11.9867,14.0707,13.6824,12.3773,13.4214,12.637,13.5227,14.0458,12.4867
3.49798,13.9169,14.3347,13.5016,13.2216,14.6162,15.0273,12.8064,13.3583,14.4755,14.3052,14.5866,14.3032,12.9929,13.5097,12.4762,11.9533,14.0315,13.6443,12.3429,13.384,12.6018,13.485,14.0067,12.4519
3.51012,13.8806,14.2973,13.4664,13.1871,14.578,14.9881,12.773,13.3235,14.4377,14.2679,14.5485,14.2659,12.9567,13.472,12.4414,11.92,13.9924,13.6063,12.3085,13.3468,12.5667,13.4474,13.9677,12.4173
3.52227,13.8443,14.2599,13.4312,13.1527,14.54,14.9489,12.7397,13.2887,14.4,14.2306,14.5105,14.2286,12.9206,13.4345,12.4068,11.8868,13.9535,13.5684,12.2742,13.3096,12.5317,13.41,13.9288,12.3827
3.53441,13.8081,14.2226,13.3961,13.1183,14.502,14.9098,12.7064,13.254,14.3624,14.1934,14.4726,14.1914,12.8846,13.3971,12.3722,11.8537,13.9146,13.5306,12.24,13.2725,12.4968,13.3726,13.8899,12.3482
3.54656,13.772,14.1854,13.3611,13.084,14.464,14.8708,12.6731,13.2193,14.3248,14.1562,14.4347,14.1543,12.8487,13.3597,12.3378,11.8206,13.8758,13.4929,12.2059,13.2355,12.462,13.3353,13.8512,12.3138
3.5587,13.7359,14.1483,13.3261,13.0497,14.4261,14.8318,12.6399,13.1846,14.2873,14.1191,14.3969,14.1172,12.8129,13.3225,12.3034,11.7877,13.8372,13.4553,12.1719,13.1986,12.4273,13.2982,13.8127,12.2795
3.57085,13.6999,14.1112,13.2911,13.0155,14.3883,14.7929,12.6068,13.1501,14.2498,14.0821,14.3591,14.0801,12.7772,13.2854,12.2691,11.7549,13.7986,13.4178,12.138,13.1619,12.3926,13.2611,13.7742,12.2452
3.583,13.6639,14.0741,13.2562,12.9813,14.3506,14.7541,12.5737,13.1155,14.2124,14.0451,14.3214,14.0431,12.7416,13.2484,12.2349,11.7221,13.7602,13.3804,12.1042,13.1252,12.3581,13.2242,13.7358,12.2111
3.59514,13.628,14.0371,13.2214,12.9472,14.3129,14.7153,12.5407,13.0811,14.1751,14.0082,14.2838,14.0062,12.7061,13.2115,12.2008,11.6894,13.7218,13.3432,12.0704,13.0886,12.3237,13.1873,13.6975,12.1771
3.60729,13.5922,14.0002,13.1867,12.9132,14.2752,14.6766,12.5077,13.0467,14.1378,13.9713,14.2462,13.9694,12.6707,13.1746,12.1668,11.6569,13.6836,13.306,12.0368,13.0521,12.2893,13.1506,13.6593,12.1432
3.61943,13.5564,13.9634,13.1519,12.8792,14.2376,14.638,12.4748,13.0123,14.1006,13.9345,14.2087,13.9326,12.6354,13.1379,12.1329,11.6244,13.6454,13.2689,12.0033,13.0158,12.2551,13.1139,13.6213,12.1093
3.63158,13.5207,13.9266,13.1173,12.8452,14.2001,14.5994,12.4419,12.9781,14.0634,13.8978,14.1712,13.8959,12.6002,13.1013,12.0991,11.592,13.6074,13.2319,11.9698,12.9795,12.2209,13.0774,13.5833,12.0756
3.64372,13.485,13.8899,13.0827,12.8114,14.1627,14.5609,12.4091,12.9438,14.0264,13.8611,14.1339,13.8592,12.5651,13.0648,12.0654,11.5597,13.5695,13.195,11.9364,12.9433,12.1869,13.0409,13.5455,12.0419
3.65587,13.4495,13.8532,13.0482,12.7775,14.1253,14.5225,12.3764,12.9097,13.9893,13.8245,14.0965,13.8226,12.5301,13.0284,12.0318,11.5275,13.5317,13.1583,11.9032,12.9073,12.1529,13.0046,13.5077,12.0084
3.66802,13.4139,13.8166,13.0137,12.7438,14.088,14.4841,12.3437,12.8756,13.9524,13.788,14.0593,13.7861,12.4952,12.9921,11.9982,11.4953,13.494,13.1216,11.87,12.8713,12.1191,12.9684,13.4701,11.9749
3.68016,13.3785,13.7801,12.9793,12.7101,14.0508,14.4458,12.311,12.8415,13.9155,13.7515,14.0221,13.7496,12.4603,12.9559,11.9648,11.4633,13.4564,13.085,11.8369,12.8354,12.0853,12.9322,13.4325,11.9415
3.69231,13.3431,13.7436,12.945,12.6765,14.0136,14.4076,12.2785,12.8075,13.8787,13.7151,13.985,13.7132,12.4256,12.9198,11.9314,11.4314,13.4189,13.0486,11.8039,12.7996,12.0516,12.8962,13.3951,11.9082
3.70445,13.3077,13.7072,12.9107,12.6429,13.9765,14.3694,12.2459,12.7736,13.8419,13.6788,13.9479,13.6768,12.391,12.8838,11.8982,11.3995,13.3815,13.0122,11.771,12.764,12.018,12.8602,13.3577,11.875
3.7166,13.2724,13.6709,12.8765,12.6094,13.9394,14.3313,12.2135,12.7397,13.8052,13.6425,13.9109,13.6406,12.3564,12.8478,11.865,11.3677,13.3442,12.9759,11.7382,12.7284,11.9845,12.8244,13.3205,11.8419
3.72874,13.2372,13.6346,12.8423,12.5759,13.9024,14.2933,12.1811,12.7059,13.7686,13.6063,13.874,13.6044,12.322,12.812,11.832,11.336,13.307,12.9398,11.7055,12.6929,11.9511,12.7886,13.2834,11.8089
3.74089,13.2021,13.5984,12.8082,12.5425,13.8655,14.2553,12.1487,12.6722,13.7321,13.5701,13.8372,13.5682,12.2876,12.7763,11.799,11.3044,13.2699,12.9037,11.6729,12.6575,11.9178,12.753,13.2464,11.776
3.75304,13.167,13.5622,12.7742,12.5092,13.8287,14.2175,12.1165,12.6385,13.6956,13.5341,13.8004,13.5322,12.2534,12.7407,11.7661,11.2729,13.2329,12.8677,11.6403,12.6222,11.8846,12.7174,13.2094,11.7432
3.76518,13.132,13.5262,12.7402,12.4759,13.7919,14.1797,12.0843,12.6049,13.6591,13.4981,13.7637,13.4962,12.2192,12.7052,11.7333,11.2415,13.196,12.8318,11.6079,12.5871,11.8514,12.682,13.1726,11.7105
3.77733,13.097,13.4902,12.7063,12.4427,13.7552,14.1419,12.0521,12.5714,13.6228,13.4621,13.7271,13.4602,12.1852,12.6698,11.7006,11.2102,13.1592,12.7961,11.5755,12.552,11.8184,12.6466,13.1359,11.6778
3.78947,13.0622,13.4543,12.6725,12.4096,13.7186,14.1043,12.02,12.5379,13.5865,13.4263,13.6905,13.4244,12.1512,12.6345,11.668,11.1789,13.1225,12.7604,11.5433,12.517,11.7855,12.6114,13.0993,11.6453
3.80162,13.0274,13.4184,12.6387,12.3765,13.682,14.0667,11.988,12.5045,13.5503,13.3905,13.654,13.3886,12.1173,12.5992,11.6354,11.1477,13.0859,12.7248,11.5111,12.4821,11.7526,12.5762,13.0628,11.6128
3.81377,12.9926,13.3826,12.605,12.3435,13.6456,14.0291,11.956,12.4711,13.5142,13.3547,13.6176,13.3528,12.0836,12.5641,11.603,11.1167,13.0495,12.6894,11.479,12.4473,11.7198,12.5412,13.0263,11.5804
3.82591,12.9579,13.3469,12.5714,12.3106,13.6091,13.9917,11.9241,12.4379,13.4781,13.3191,13.5812,13.3172,12.0499,12.5291,11.5706,11.0857,13.0131,12.654,11.447,12.4126,11.6872,12.5062,12.99,11.5481
3.83806,12.9233,13.3112,12.5378,12.2777,13.5728,13.9543,11.8923,12.4046,13.4421,13.2835,13.5449,13.2816,12.0163,12.4942,11.5384,11.0548,12.9768,12.6187,11.4151,12.378,11.6546,12.4713,12.9538,11.5159
3.8502,12.8888,13.2757,12.5043,12.2449,13.5365,13.917,11.8605,12.3715,13.4062,13.248,13.5087,13.2461,11.9828,12.4593,11.5062,11.024,12.9406,12.5835,11.3832,12.3435,11.6221,12.4365,12.9177,11.4838
3.86235,12.8543,13.2402,12.4709,12.2121,13.5003,13.8798,11.8288,12.3384,13.3703,13.2125,13.4726,13.2107,11.9494,12.4246,11.4741,10.9932,12.9045,12.5484,11.3515,12.3091,11.5897,12.4019,12.8817,11.4518
3.87449,12.8199,13.2047,12.4375,12.1795,13.4642,13.8427,11.7971,12.3054,13.3346,13.1772,13.4365,13.1753,11.916,12.3899,11.4422,10.9626,12.8686,12.5135,11.3199,12.2747,11.5574,12.3673,12.8458,11.4199
3.88664,12.7856,13.1694,12.4042,12.1468,13.4281,13.8056,11.7655,12.2724,13.2989,13.1419,13.4005,13.14,11.8828,12.3554,11.4102,10.932,12.8327,12.4786,11.2883,12.2405,11.5251,12.3328,12.8099,11.388
3.89879,12.7513,13.1341,12.371,12.1143,13.3922,13.7686,11.734,12.2395,13.2632,13.1066,13.3646,13.1048,11.8497,12.3209,11.3784,10.9015,12.7969,12.4438,11.2568,12.2064,11.493,12.2984,12.7742,11.3563
3.91093,12.7171,13.0989,12.3378,12.0818,13.3563,13.7317,11.7025,12.2067,13.2277,13.0715,13.3288,13.0696,11.8167,12.2866,11.3467,10.8711,12.7612,12.4091,11.2254,12.1724,11.461,12.2641,12.7386,11.3246
3.92308,12.683,13.0637,12.3047,12.0494,13.3204,13.6948,11.6711,12.174,13.1922,13.0364,13.293,13.0345,11.7837,12.2523,11.3151,10.8408,12.7256,12.3745,11.1941,12.1384,11.429,12.2299,12.7031,11.2931
3.93522,12.649,13.0286,12.2717,12.017,13.2847,13.658,11.6398,12.1413,13.1568,13.0014,13.2573,12.9995,11.7508,12.2182,11.2835,10.8106,12.6902,12.34,11.1629,12.1046,11.3971,12.1958,12.6677,11.2616
3.94737,12.615,12.9936,12.2387,11.9848,13.249,13.6214,11.6086,12.1087,13.1214,12.9664,13.2217,12.9646,11.7181,12.1841,11.2521,10.7804,12.6548,12.3056,11.1318,12.0708,11.3654,12.1618,12.6323,11.2302
3.95951,12.5811,12.9587,12.2058,11.9525,13.2134,13.5847,11.5774,12.0761,13.0861,12.9316,13.1861,12.9297,11.6854,12.1501,11.2207,10.7504,12.6195,12.2712,11.1008,12.0372,11.3337,12.1279,12.5971,11.1989
3.97166,12.5472,12.9239,12.173,11.9204,13.1778,13.5482,11.5462,12.0436,13.0509,12.8968,13.1507,12.8949,11.6528,12.1162,11.1894,10.7204,12.5843,12.237,11.0698,12.0036,11.3021,12.0941,12.562,11.1676
3.98381,12.5135,12.8891,12.1402,11.8883,13.1424,13.5117,11.5152,12.0112,13.0158,12.8621,13.1153,12.8602,11.6203,12.0825,11.1582,10.6905,12.5492,12.2029,11.0389,11.9701,11.2706,12.0604,12.527,11.1365
3.99595,12.4798,12.8544,12.1075,11.8563,13.107,13.4754,11.4842,11.9789,12.9808,12.8274,13.08,12.8256,11.5879,12.0488,11.1271,10.6607,12.5142,12.1689,11.0082,11.9367,11.2391,12.0267,12.492,11.1054
4,12.4686,12.8428,12.0967,11.8457,13.0952,13.4632,11.4738,11.9681,12.9691,12.8159,13.0682,12.8141,11.5771,12.0376,11.1167,10.6508,12.5026,12.1576,10.9979,11.9256,11.2287,12.0156,12.4804,11.0951
4.0081,12.4462,12.8197,12.0749,11.8244,13.0717,13.439,11.4532,11.9466,12.9458,12.7929,13.0447,12.791,11.5556,12.0152,11.0961,10.631,12.4793,12.1349,10.9775,11.9035,11.2078,11.9932,12.4572,11.0745
4.02024,12.4126,12.7852,12.0424,11.7925,13.0365,13.4028,11.4223,11.9144,12.9109,12.7584,13.0095,12.7565,11.5234,11.9817,11.0651,10.6013,12.4445,12.1011,10.9468,11.8703,11.1765,11.9598,12.4225,11.0436
4.03239,12.3791,12.7507,12.0099,11.7607,13.0013,13.3667,11.3915,11.8823,12.8761,12.724,12.9744,12.7221,11.4913,11.9483,11.0343,10.5718,12.4098,12.0674,10.9163,11.8372,11.1454,11.9264,12.3878,11.0128
4.04453,12.3457,12.7163,11.9775,11.729,12.9662,13.3306,11.3608,11.8502,12.8414,12.6896,12.9394,12.6878,11.4592,11.9149,11.0035,10.5423,12.3752,12.0337,10.8859,11.8042,11.1143,11.8932,12.3533,10.9821
4.05668,12.3124,12.682,11.9452,11.6973,12.9312,13.2946,11.3301,11.8182,12.8067,12.6553,12.9045,12.6535,11.4273,11.8817,10.9728,10.5129,12.3407,12.0002,10.8555,11.7712,11.0833,11.86,12.3188,10.9514
4.06883,12.2791,12.6477,11.9129,11.6657,12.8963,13.2587,11.2995,11.7863,12.7721,12.6211,12.8696,12.6193,11.3954,11.8486,10.9422,10.4836,12.3063,11.9667,10.8253,11.7384,11.0524,11.8269,12.2845,10.9209
4.08097,12.246,12.6135,11.8807,11.6342,12.8614,13.2229,11.269,11.7544,12.7376,12.587,12.8348,12.5852,11.3636,11.8155,10.9117,10.4543,12.272,11.9333,10.7951,11.7057,11.0216,11.7939,12.2502,10.8905
4.09312,12.2129,12.5794,11.8486,11.6027,12.8267,13.1871,11.2385,11.7226,12.7031,12.553,12.8001,12.5512,11.3319,11.7826,10.8813,10.4252,12.2377,11.9,10.765,11.673,10.9908,11.761,12.2161,10.8601
4.10526,12.1798,12.5454,11.8165,11.5713,12.792,13.1514,11.2081,11.6909,12.6688,12.519,12.7655,12.5172,11.3003,11.7497,10.8509,10.3961,12.2036,11.8669,10.7349,11.6405,10.9602,11.7282,12.182,10.8298
4.11741,12.1468,12.5114,11.7846,11.54,12.7574,13.1158,11.1778,11.6593,12.6345,12.4851,12.7309,12.4833,11.2688,11.717,10.8207,10.3671,12.1696,11.8338,10.705,11.608,10.9296,11.6955,12.148,10.7996
4.12955,12.114,12.4776,11.7527,11.5088,12.7228,13.0803,11.1475,11.6277,12.6003,12.4513,12.6965,12.4495,11.2374,11.6843,10.7905,10.3382,12.1356,11.8008,10.6751,11.5756,10.8991,11.6629,12.1141,10.7695
4.1417,12.0811,12.4438,11.7208,11.4776,12.6883,13.0449,11.1173,11.5962,12.5661,12.4176,12.662,12.4158,11.206,11.6517,10.7604,10.3094,12.1018,11.7678,10.6454,11.5434,10.8687,11.6304,12.0803,10.7394
4.15385,12.0484,12.41,11.6891,11.4465,12.654,13.0095,11.0872,11.5648,12.5321,12.3839,12.6277,12.3821,11.1748,11.6192,10.7304,10.2806,12.068,11.735,10.6157,11.5112,10.8384,11.598,12.0467,10.7095
4.16599,12.0157,12.3764,11.6574,11.4154,12.6196,12.9742,11.0572,11.5334,12.4981,12.3503,12.5935,12.3485,11.1436,11.5868,10.7004,10.2519,12.0344,11.7023,10.5861,11.4791,10.8082,11.5656,12.0131,10.6796
4.17814,11.9831,12.3428,11.6257,11.3845,12.5854,12.939,11.0272,11.5021,12.4642,12.3168,12.5593,12.315,11.1125,11.5545,10.6706,10.2234,12.0008,11.6697,10.5566,11.4471,10.7781,11.5334,11.9796,10.6498
4.19028,11.9506,12.3093,11.5942,11.3536,12.5513,12.9039,10.9972,11.4709,12.4304,12.2834,12.5252,12.2816,11.0816,11.5223,10.6408,10.1948,11.9674,11.6371,10.5271,11.4151,10.748,11.5012,11.9461,10.6201
4.20243,11.9182,12.2759,11.5627,11.3228,12.5172,12.8689,10.9674,11.4398,12.3966,12.25,12.4912,12.2482,11.0506,11.4901,10.6112,10.1664,11.934,11.6047,10.4978,11.3833,10.718,11.4691,11.9128,10.5905
4.21457,11.8858,12.2425,11.5313,11.292,12.4832,12.8339,10.9376,11.4087,12.363,12.2167,12.4573,12.2149,11.0198,11.4581,10.5816,10.1381,11.9007,11.5723,10.4685,11.3515,10.6881,11.4371,11.8796,10.561
4.22672,11.8535,12.2093,11.5,11.2613,12.4493,12.799,10.9079,11.3777,12.3294,12.1835,12.4234,12.1817,10.9891,11.4261,10.5521,10.1098,11.8675,11.54,10.4393,11.3199,10.6583,11.4052,11.8465,10.5315
